"Tag","Text"
"p","The award acknowledges the efforts put in by Ms. Nancy for conducting a multitude of technical activities across the country in the last academic session. She has proved her intellect and brilliance as a student and as a person several times. Until the date, she has been among the top four teams from the North Zone in National Civil Structural Engineering Students Award Competition for the best innovative Structural Steel Design (2017-18). She has always been a regular organizer and participant of several workshops and events organized by ASCE within and outside the college. she successfully organized Quriosity 2018 and 2019 (talent hunt quiz) involving the participation of around 400 school students. Apart from this she also organized Drawing Competition involving the participation of more than 100 students to celebrate National Remote Sensing Day. For her significant work and contribution towards ASCE PEC Chapter, she has been awarded COE (Certificate of Excellence) by the college. She has also been awarded the Letter of Recommendation by Sh. GJS Rosha, President ASCE India North Region. She has worked on various projects including Storm Water Analysis, RCC Design, and need of MTS Systems. She is currently working on the Traffic Studies in Chandigarh to suggest suitable MTS Systems and suggesting ways for the improvement in the existing bus transportation system which is underutilized."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 171","https://pec.ac.in/events/swayam-sevika-%E2%80%93-contactless-food-medicine-delivery-bot"
"Title: Swayam Sevika – Contactless Food & Medicine Delivery Bot | Punjab Engineering College"
"p","Quick Links"
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 172","https://pec.ac.in/events/pec-stands-cause-blood-donation"
"Title: PEC Stands up for the Cause of Blood Donation | Punjab Engineering College"
"p","Quick Links"
"p","Paying head to the acute shortage at the PGI Blood Bank, NSS PEC, under the guidance of PEC Director Dheeraj Sanghi, organized a Blood Donation Camp which was open to the staff, faculty, students and the residents of Punjab Engineering College (deemed to be university)."
"p","The compassionate staff and students who donated the blood were taken care of at the highest level of sanitation and medical precautions amidst Corona fears. Recliners were carefully sanitized after each donation and social distancing norms were observed by everybody at the camp. All donors were thermal scanned before donation."
"p","Curfew passes were arranged for the donors who came from outside the campus, with the help of Chandigarh Administration. Prof. Dheeraj Sanghi, Director PEC, deans, faculty, staff and numerous students of the college donated blood. Sh. Ajay Singhal, ADGP Haryana Police and his wife Mrs. Seema Singhal also donated blood for this noble cause. The camp, with a rejection rate at 25 percent, concluded with 30 blood donations. The NSS team expressed their gratitude to security and estate office, PEC for their esteem support and for standing up to the call for this social cause."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 173","https://pec.ac.in/events/aicte-atal-sponsored-fdps"
"Title: AICTE-ATAL Sponsored FDPs | Punjab Engineering College"
"p","Quick Links"
"p","Someone has rightly stated that learning should never stop even at the time of crisis. ICT, which a great enabler and facilitator of online learning, has kept the learning process intact. Amidst lockdown, the Department of Computer Science and Engineering, Punjab Engineering College, Sector-12, Chandigarh has commenced 04 different Faculty Development Programs (FDPs) of one week each under AICTE-Training and Learning (ATAL) scheme w.e.f. 4th May to 29th May, 2020. ATAL Programme is an initiative by AICTE which aims at empowering faculty to achieve goals of Higher Education such as access, equity and quality. These programs have been designed to fulfill the need to train the young generation in skill sector and having faculty & technicians to be trained in their respective disciplines. This is an initiative of MHRD based on the inputs of expert group of NASSCOM identifying nine thrust areas for the skill upgradation of faculty members which in turn will empower the students to make them future industry ready professionals. The thrust areas are: Artificial Intelligence, Internet of Things, Block Chain, Robotics, Quantum Computing, Data Sciences, Cyber Security, 3D Printing and Design, Augmented and Virtual Reality."
"p","The four faculty development programmes have been designed to give the participants an extensive overview in four diverse areas, namely, Data Science (4-8 May), Blockchain Technology (11-15 May), Virtual Reality (18-22 May) and Cyber Security (25-29 May) with hands-on online training in respective tools and techniques that are critical in solving problems in all these domains. The overall coordinator, Prof. Sanjeev Sofat along with CSE faculty team, Dr. Poonam Saini, Dr. Manish Kumar, Dr. Sachin Chaudhary and Ms. Amandeep Kaur have initiated and designed the programs. There will be number of expert PEC faculty along with experts from IITs, NITs and industry who will be delivering expert sessions in the courses."
"p","The 1st FDP on “Data Science” has kick-started on Monday i.e., 4th May wherein PEC Director, Prof. Dheeraj Sanghi inaugurated the Data Science FDP and emphasized on the change in online teaching learning modes and how faculty must keep themselves updated with the latest technologies. According to him, this is the time of learning and educating others, as learners cannot get their time back if wasted. There are more than 150 faculty participants from the Engineering institute from all over the country enrolled for the first Faculty development programme. The last FDP will conclude on 29th May 2020."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 174","https://pec.ac.in/events/teqip-iii-sponsored-national-seminar-recent-advances-mathematical-modeling-and-their"
"Title: TEQIP-III sponsored National Seminar on Recent Advances in Mathematical Modeling and their Applications in Engineering and Sciences | Punjab Engineering College"
"p","Quick Links"
"p","The Department of Applied Sciences, Punjab Engineering College (Deemed to be University), Chandigarh organized a National Seminar on Recent Advances in Mathematical Modeling and their Applications in Engineering and Sciences on March 09, 2020. The event involved four expert talks by faculties from various reputed institutions. The first talk on “Continuum Approach to Traffic Flow” was delivered by Dr. Arvind Kumar Gupta (IIT Ropar), followed by a talk on “Mathematical Modelling on Wave Structure Interaction and its Applications in Engineering” by Dr. S. C. Martha (IIT Ropar). The third talk was on “Optimization Problems and Applications” delivered by Dr. Vanita Verma (Panjab University) and the last talk was interacted by Dr. Syed Abbas (IIT Mandi) on “Stability Theory of Differential Equations”. The event was convened and Coordinated by Prof. Harminder Kaur, Prof. R.K. Sehmi, Prof. Sucheta Dutt and Dr. Swati Tyagi. There were 40 participants from various locations such as Punjab Ambala, Fazilka, Jalalabad etc. The seminar was winded up by a vote of thanks by Dr. Swati Tyagi."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 175","https://pec.ac.in/events/expert-lecture-social-entrepreneurship"
"Title: Expert lecture on Social Entrepreneurship | Punjab Engineering College"
"p","Quick Links"
"p","The second day of EIC's Industry-Academia Expert Lecture Week saw one of PEC's own walk the corridors of New Academic Block. The session was conducted on Social Entrepreneurship by Mr. Ashish Jain, founder, and CEO of iTinker. He began by sharing his experience at college and his journey. The IIM Calcutta alumnus worked at Nokia for 4 years. Having traveled to 35 countries and associating with people from over 100 countries, Mr. Ashish gathered vast knowledge and experience in his field. He gave examples of social entrepreneurs like Bill Gates, Mohammad Yunus and many others and elaborated on their stories. He emphasized the need for practical knowledge of technology. The book 'The Idea of Justice' bt Amartya Sen was advised to gain more knowledge about entrepreneurship and it's vices. He concluded by saying that social entrepreneurship is here to stay and we need to board as soon as possible."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 176","https://pec.ac.in/events/expert-lecture-iot-and-blockchain"
"Title: Expert lecture on IOT and Blockchain | Punjab Engineering College"
"p","Quick Links"
"p","As a part of the Industrial Lectures organized by the Department of Computer Science and Engineering, Mr Nitin Garg, Assistant general manager in Advanced Level Telecom Training Centre based at Ghaziabad, delivered a lecture on “IoT and blockchain Technology” for the students on 4th March 2020. This session not only enabled students to learn about the rapidly changing fields of technology regarding IoT. His talk aimed at enlightening students about the happenings of the world, and gave examples of the hierarchy of today’s booming businesses and how they achieved an edge due to technological advancements as well as innovative thinking. He emphasized that Artificial Intelligence is the new literacy and to thrive in this fast-changing world, one must learn how to be quick on one’s feet, fail quickly yet progress all the same."
